Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
126.5000,0.9434,108.9375,102.7500,1.0996,86.4375,95.0625,5.2148,423.2500,2208.0000,0.9438,833.0000,786.0000,1.0986,-5.9805,-6.5703,1.0996,23.9844,26.3750,1.7861,0.1373,0.2452,1.7959,0.0122,0.0219,1.7979,-0.0107,-0.0192,1.8027,0.2544,0.4585,1.8008,-0.0046,-0.0082,1.7949,0.3372,0.6050,1.7891,-0.0671,-0.1201,1.7969,0.0336,0.0603,1.7930,3.5332,6.3359,1.7959,-0.8242,-1.4805,1.8008,1.2412,2.2344,1.7969,0.2136,0.3838,1.7959,11.5391,20.7188,0.9478,3.4609,3.2793,0.9565,9.1172,8.7188,0.9512,0.7598,0.7227,0.9517,1.2666,1.2051,3.3086,3.6875,12.2031,0.9502,2.6465,2.5156,3.3066,7.5312,24.9062,3.3047,156.3750,517.0000
126.5625,0.9502,81.5000,77.4375,1.1035,61.1562,67.5000,5.2109,480.0000,2502.0000,0.9482,847.0000,803.0000,1.1016,-6.3477,-6.9922,1.0986,11.5938,12.7344,1.7881,0.1038,0.1855,1.7969,0.0031,0.0055,1.8008,0.0076,0.0137,1.7969,0.2729,0.4905,1.7969,-0.0076,-0.0137,1.8008,0.3174,0.5718,1.7998,0.0061,0.0110,1.7998,0.0961,0.1730,1.7949,3.5332,6.3438,1.8057,-2.2285,-4.0234,1.8027,1.5830,2.8535,1.8057,-0.1526,-0.2756,1.8076,16.8438,30.4531,0.9468,3.4727,3.2871,0.9473,8.9844,8.5078,0.9517,0.4180,0.3977,0.9453,1.3516,1.2773,3.3008,3.6016,11.8906,0.9482,2.9688,2.8145,3.3027,-2.5508,-8.4219,3.3066,230.7500,763.0000
126.6250,0.9473,173.0000,163.8750,1.0986,62.4375,68.6250,5.2031,395.7500,2060.0000,0.9341,847.5000,791.5000,1.1025,-7.1406,-7.8711,1.1055,35.1562,38.8750,1.7939,0.0977,0.1752,1.7988,0.0153,0.0275,1.7998,0.0183,0.0330,1.7969,0.2435,0.4375,1.7998,0.0092,0.0165,1.8018,0.3250,0.5854,1.8008,-0.0214,-0.0385,1.8008,0.0763,0.1373,1.8008,3.5176,6.3359,1.8076,17.1562,31.0156,1.8047,1.2480,2.2520,1.8027,-1.8926,-3.4121,1.8037,9.2812,16.7344,0.9541,3.5273,3.3652,0.9517,9.3047,8.8516,0.9512,0.4395,0.4180,0.9517,1.2119,1.1533,3.2930,3.8477,12.6719,0.9453,1.8770,1.7744,3.2969,-4.3594,-14.3750,3.3008,188.7500,623.0000
126.6875,0.9473,42.4062,40.1562,1.0977,60.8438,66.8125,5.2109,400.7500,2088.0000,0.9404,857.0000,806.0000,1.1006,-3.9668,-4.3672,1.0977,2.1973,2.4121,1.7939,0.0305,0.0547,1.7949,0.0244,0.0438,1.7979,0.0153,0.0274,1.7979,0.2732,0.4912,1.7959,-0.0031,-0.0055,1.7969,0.3494,0.6279,1.7891,0.0153,0.0273,1.7930,0.0931,0.1669,1.7910,3.5977,6.4453,1.7979,-0.6406,-1.1514,1.8008,1.1973,2.1562,1.8027,-4.6406,-8.3672,1.8027,10.1328,18.2656,0.9487,3.3652,3.1934,0.9556,9.0781,8.6719,0.9468,0.3967,0.3757,0.9497,0.9766,0.9272,3.3066,3.8828,12.8359,0.9434,2.3340,2.2012,3.3047,-2.0879,-6.8984,3.3027,220.5000,728.5000
126.9375,0.9478,27.6250,26.1875,1.0967,71.4375,78.3750,5.2148,392.5000,2047.0000,0.9448,840.0000,793.5000,1.1045,2.1973,2.4277,1.1016,-2.4414,-2.6895,1.7900,0.0641,0.1147,1.7988,-0.0061,-0.0110,1.7959,-0.0259,-0.0466,1.7998,0.2454,0.4417,1.8008,-0.0061,-0.0110,1.7988,0.3372,0.6064,1.7979,-0.0031,-0.0055,1.7979,0.0900,0.1619,1.8008,3.5273,6.3516,1.8018,-5.0977,-9.1875,1.7979,1.2656,2.2754,1.8027,-0.5493,-0.9902,1.7959,13.7969,24.7812,0.9497,3.3809,3.2109,0.9458,9.5312,9.0156,0.9512,0.8271,0.7866,0.9531,1.4404,1.3730,3.2988,4.1367,13.6484,0.9502,2.7695,2.6309,3.3086,-1.3555,-4.4844,3.3027,212.1250,700.5000
127.0625,0.9482,45.3125,42.9688,1.1016,69.7500,76.8125,5.2188,346.0000,1806.0000,0.9448,873.0000,825.0000,1.1074,19.5312,21.6250,1.1074,17.4531,19.3281,1.7910,0.1434,0.2568,1.7959,0.0244,0.0439,1.7998,0.0122,0.0220,1.7998,0.2366,0.4258,1.7979,0.0076,0.0137,1.7969,0.3311,0.5947,1.7930,-0.0183,-0.0328,1.7920,0.1068,0.1914,1.7969,3.4570,6.2109,1.7979,-0.3357,-0.6035,1.8018,0.9688,1.7451,1.8018,0.0000,0.0000,1.7988,10.5625,19.0000,0.9458,3.0371,2.8730,0.9541,9.5391,9.1016,0.9517,0.6836,0.6504,0.9502,1.4619,1.3887,3.2988,3.8672,12.7578,0.9458,2.6934,2.5469,3.3027,-0.6836,-2.2578,3.3047,224.8750,743.0000
127.3125,0.9482,118.2500,112.1250,1.0996,56.0938,61.6875,5.2109,378.2500,1971.0000,0.9424,840.0000,791.5000,1.0957,-7.6289,-8.3594,1.1035,18.7969,20.7500,1.7891,0.0580,0.1038,1.8018,0.0061,0.0110,1.7998,0.0092,0.0165,1.8018,0.2607,0.4697,1.7998,0.0198,0.0357,1.7969,0.3479,0.6250,1.7988,-0.0610,-0.1098,1.8008,0.0732,0.1318,1.7988,3.5332,6.3555,1.7979,-0.3357,-0.6035,1.7998,1.6992,3.0586,1.7998,-6.6523,-11.9766,1.8057,101.0625,182.5000,0.9492,3.2070,3.0449,0.9453,9.3203,8.8125,0.9487,0.3325,0.3154,0.9468,1.1445,1.0840,3.3066,4.2344,14.0000,0.9521,2.8691,2.7324,3.3105,8.3984,27.7969,3.3086,228.6250,756.5000
127.3750,0.9526,182.2500,173.6250,1.0957,58.9062,64.5625,5.2148,434.7500,2268.0000,0.9443,855.0000,807.5000,1.1016,-7.0781,-7.7969,1.1045,23.3750,25.8125,1.7891,0.0977,0.1747,1.7969,0.0305,0.0548,1.7979,-0.0229,-0.0411,1.7979,0.3030,0.5449,1.7959,0.0061,0.0110,1.7979,0.3281,0.5898,1.7979,-0.0305,-0.0549,1.7959,0.0687,0.1233,1.7979,3.5117,6.3125,1.8018,7.8438,14.1328,1.7998,1.1660,2.0977,1.8008,0.2136,0.3848,1.7969,14.8906,26.7500,0.9463,3.3809,3.1992,0.9443,9.0156,8.5156,0.9487,0.6895,0.6543,0.9492,1.2812,1.2158,3.3027,3.8906,12.8516,0.9468,1.9375,1.8340,3.3125,4.0156,13.3047,3.3086,149.5000,494.7500
127.4375,0.9458,85.9375,81.2500,1.0996,61.2188,67.3125,5.2188,346.7500,1810.0000,0.9414,842.0000,792.5000,1.1016,8.5469,9.4141,1.1016,-5.3086,-5.8477,1.7920,0.0916,0.1641,1.7979,0.0275,0.0494,1.7959,-0.0015,-0.0027,1.8037,0.2358,0.4253,1.7979,0.0107,0.0192,1.7969,0.3174,0.5703,1.8018,-0.0214,-0.0385,1.7988,0.0427,0.0768,1.7979,3.5059,6.3047,1.7998,-1.0986,-1.9775,1.8008,0.7759,1.3975,1.8018,-6.8047,-12.2578,1.8018,47.0000,84.6875,0.9463,3.3379,3.1582,0.9507,9.2812,8.8203,0.9507,0.4121,0.3918,0.9468,1.2666,1.1992,3.3008,3.4766,11.4766,0.9443,2.4492,2.3125,3.2988,-0.4395,-1.4492,3.3066,246.8750,816.5000
127.5000,0.9487,25.4844,24.1719,1.0986,88.8125,97.5625,5.2109,441.2500,2300.0000,0.9448,851.0000,804.0000,1.1035,-7.2031,-7.9492,1.1016,-8.0547,-8.8750,1.7900,0.0488,0.0874,1.7969,-0.0244,-0.0439,1.7969,0.0061,0.0110,1.7949,0.2632,0.4724,1.7949,-0.0122,-0.0219,1.7939,0.3281,0.5889,1.7979,-0.0031,-0.0055,1.8018,0.0793,0.1429,1.7998,3.4844,6.2695,1.7979,-0.3357,-0.6035,1.7949,1.3369,2.4004,1.8027,-6.8047,-12.2656,1.7959,11.1719,20.0625,0.9497,3.2129,3.0508,0.9502,9.0703,8.6172,0.9507,0.5522,0.5249,0.9507,1.0586,1.0068,3.3047,4.7578,15.7266,0.9448,2.6699,2.5234,3.3008,-5.9062,-19.5000,3.3027,240.1250,793.0000
127.6250,0.9453,126.6250,119.6875,1.1025,65.0000,71.6875,5.2109,411.5000,2144.0000,0.9375,837.5000,785.0000,1.0957,-7.1406,-7.8242,1.0986,25.8750,28.4219,1.7900,0.0427,0.0765,1.7988,0.0092,0.0165,1.7979,0.0244,0.0439,1.8027,0.2756,0.4968,1.7959,-0.0046,-0.0082,1.7969,0.2991,0.5376,1.8008,-0.0305,-0.0550,1.7979,0.0748,0.1344,1.7949,3.4629,6.2148,1.8008,-1.4346,-2.5840,1.8008,1.3447,2.4219,1.8008,0.4272,0.7695,1.8076,99.6875,180.2500,0.9478,3.6035,3.4160,0.9468,9.0156,8.5391,0.9468,0.6836,0.6470,0.9458,1.1992,1.1338,3.3027,3.4629,11.4375,0.9492,2.7852,2.6445,3.2969,0.5371,1.7705,3.3008,219.6250,725.0000
127.6875,0.9453,199.8750,189.0000,1.0986,59.2500,65.1250,5.2148,414.5000,2162.0000,0.9434,832.5000,785.5000,1.1025,26.4219,29.1250,1.1025,22.8906,25.2344,1.7910,0.0732,0.1312,1.7949,0.0366,0.0657,1.7969,0.0000,0.0000,1.7988,0.2139,0.3848,1.7959,0.0107,0.0192,1.7988,0.3220,0.5791,1.7959,-0.0824,-0.1479,1.8018,0.0778,0.1403,1.7998,3.5391,6.3711,1.8027,-0.7627,-1.3750,1.8027,0.5029,0.9067,1.8037,-1.4043,-2.5332,1.8018,12.2656,22.0938,0.9556,3.1953,3.0527,0.9502,8.3438,7.9297,0.9526,0.2959,0.2820,0.9575,1.1631,1.1133,3.3027,4.1875,13.8281,0.9443,2.9980,2.8320,3.3086,2.7461,9.0859,3.3008,143.8750,475.0000
127.9375,0.9478,122.5000,116.1250,1.1006,92.0000,101.2500,5.2109,311.5000,1623.0000,0.9429,840.0000,792.0000,1.1025,24.8438,27.3906,1.1006,25.3906,27.9375,1.7939,0.0641,0.1150,1.7979,-0.0183,-0.0329,1.7959,0.0275,0.0493,1.7988,0.2441,0.4392,1.8027,0.0336,0.0605,1.7939,0.2761,0.4954,1.7998,0.0214,0.0385,1.7998,0.0961,0.1730,1.7949,3.4766,6.2383,1.8027,-1.9531,-3.5215,1.7979,1.5488,2.7852,1.8008,-1.7695,-3.1875,1.8008,11.9609,21.5312,0.9482,3.2324,3.0645,0.9492,8.4688,8.0391,0.9507,0.6836,0.6499,0.9482,1.0928,1.0361,3.3027,3.5117,11.6016,0.9434,2.4336,2.2949,3.3047,-5.0664,-16.7500,3.2988,146.2500,482.5000
128.1250,0.9551,82.0625,78.3750,1.1025,60.7188,66.9375,5.2148,447.7500,2334.0000,0.9448,835.5000,789.5000,1.0967,-6.8359,-7.4961,1.1006,-1.5254,-1.6787,1.7852,0.1373,0.2451,1.7998,-0.0031,-0.0055,1.7998,-0.0214,-0.0385,1.8027,0.2448,0.4412,1.7988,0.0015,0.0027,1.7998,0.3235,0.5820,1.7949,0.0092,0.0164,1.7988,0.0854,0.1537,1.7959,3.5215,6.3242,1.7979,-0.7021,-1.2627,1.7988,1.3740,2.4707,1.7979,-8.7891,-15.8047,1.7988,16.1719,29.0938,0.9526,3.1914,3.0410,0.9546,9.2656,8.8438,0.9531,0.5278,0.5029,0.9521,1.2422,1.1826,3.3086,4.7852,15.8359,0.9463,2.9980,2.8379,3.3027,-0.1343,-0.4436,3.3047,202.1250,668.0000
128.3750,0.9497,93.0625,88.3750,1.0977,61.1562,67.1250,5.2148,406.7500,2122.0000,0.9424,839.5000,791.0000,1.1055,-7.3867,-8.1641,1.1016,-9.0312,-9.9453,1.7920,0.0916,0.1641,1.8027,0.0122,0.0220,1.7998,0.0015,0.0027,1.7998,0.2761,0.4971,1.7988,0.0061,0.0110,1.7969,0.3479,0.6250,1.7949,0.0000,0.0000,1.8008,0.0839,0.1511,1.7939,3.5117,6.3008,1.8008,-0.4578,-0.8242,1.8018,1.2266,2.2109,1.8027,0.5493,0.9902,1.8008,13.3047,23.9531,0.9521,3.2539,3.0977,0.9556,9.1172,8.7109,0.9541,0.3999,0.3816,0.9556,1.3398,1.2803,3.3086,4.7734,15.7969,0.9458,2.2578,2.1348,3.3027,-2.4297,-8.0234,3.3047,188.2500,622.0000
128.3750,0.9497,139.5000,132.5000,1.1016,60.5938,66.7500,5.2031,383.7500,1997.0000,0.9399,851.5000,800.5000,1.0996,6.3477,6.9805,1.1025,-8.8516,-9.7578,1.7891,0.0763,0.1365,1.7979,-0.0275,-0.0494,1.7959,-0.0122,-0.0219,1.7959,0.2407,0.4324,1.7939,-0.0122,-0.0219,1.7988,0.3311,0.5957,1.7920,0.0397,0.0711,1.7969,0.1007,0.1809,1.7979,3.5898,6.4531,1.7959,-0.3662,-0.6577,1.7959,0.6367,1.1436,1.7979,-0.1831,-0.3291,1.8008,10.0078,18.0156,0.9492,3.5605,3.3789,0.9478,9.3281,8.8438,0.9463,0.7231,0.6841,0.9482,1.3301,1.2617,3.3066,4.5898,15.1797,0.9404,4.1484,3.9004,3.3047,-1.7207,-5.6875,3.2988,165.7500,547.0000
128.5000,0.9468,160.2500,151.7500,1.1025,90.7500,100.0625,5.2148,351.5000,1833.0000,0.9453,859.5000,812.5000,1.1016,-3.6621,-4.0352,1.1045,10.6172,11.7266,1.7930,0.1129,0.2024,1.7939,-0.0031,-0.0055,1.7988,-0.0015,-0.0027,1.7959,0.2585,0.4644,1.7969,-0.0092,-0.0164,1.7988,0.3525,0.6343,1.7979,0.0275,0.0494,1.7979,0.0870,0.1564,1.8008,3.4609,6.2305,1.7979,-0.3662,-0.6582,1.7979,1.9385,3.4844,1.8018,2.8086,5.0586,1.7949,13.6094,24.4219,0.9478,3.5039,3.3203,0.9502,9.4922,9.0156,0.9507,0.5830,0.5542,0.9463,1.3271,1.2559,3.3047,4.5703,15.1016,0.9473,1.7773,1.6836,3.3027,-3.0508,-10.0781,3.3066,242.5000,802.0000
128.5000,0.9580,137.7500,132.0000,1.1006,59.0312,65.0000,5.2148,307.2500,1602.0000,0.9390,845.0000,793.5000,1.1016,16.7188,18.4219,1.1016,50.7812,55.9375,1.7861,0.1251,0.2235,1.7998,0.0061,0.0110,1.7988,0.0031,0.0055,1.8018,0.2249,0.4050,1.7998,0.0031,0.0055,1.7949,0.3037,0.5449,1.7920,0.0214,0.0383,1.7930,0.1053,0.1887,1.7910,3.4883,6.2461,1.8047,-0.3052,-0.5508,1.8105,2.2598,4.0898,1.8008,0.3662,0.6597,1.8027,14.8281,26.7344,0.9438,3.3945,3.2031,0.9424,9.6172,9.0625,0.9497,0.5952,0.5654,0.9502,1.0898,1.0352,3.3066,3.4395,11.3750,0.9443,2.2285,2.1035,3.2969,-2.6484,-8.7344,3.2969,134.7500,444.2500
128.6250,0.9551,35.5625,33.9688,1.0996,58.5312,64.3750,5.2109,364.7500,1901.0000,0.9429,851.5000,803.0000,1.0996,-6.5938,-7.2500,1.1016,-8.4844,-9.3438,1.7930,0.1190,0.2134,1.7988,0.0031,0.0055,1.7979,-0.0137,-0.0247,1.7969,0.2344,0.4211,1.7979,-0.0015,-0.0027,1.7949,0.3372,0.6050,1.7939,0.0214,0.0383,1.7959,0.0854,0.1534,1.7979,3.5020,6.2969,1.7988,-2.4727,-4.4492,1.7939,0.8960,1.6074,1.8008,0.1221,0.2198,1.8008,12.0234,21.6562,0.9502,3.4668,3.2949,0.9487,9.0781,8.6094,0.9487,0.6895,0.6543,0.9438,1.0654,1.0059,3.2969,3.3359,11.0000,0.9429,2.0137,1.8984,3.3027,-2.0742,-6.8516,3.3047,302.2500,999.0000
128.7500,0.9478,111.0625,105.2500,1.1025,91.9375,101.3750,5.2070,500.2500,2604.0000,0.9404,836.0000,786.0000,1.1074,5.1875,5.7461,1.1045,-7.8750,-8.6953,1.7930,0.0702,0.1259,1.7969,0.0183,0.0329,1.7910,-0.0015,-0.0027,1.7988,0.2927,0.5264,1.7939,0.0168,0.0301,1.7959,0.3145,0.5649,1.7949,0.0122,0.0219,1.7939,0.0671,0.1204,1.7959,3.4941,6.2734,1.7930,-0.3357,-0.6021,1.7959,0.7490,1.3447,1.7979,0.2441,0.4390,1.7939,12.7578,22.8906,0.9536,3.3906,3.2324,0.9541,8.6250,8.2266,0.9521,0.8208,0.7817,0.9556,1.2852,1.2285,3.3086,3.5000,11.5781,0.9521,2.3262,2.2148,3.3066,3.3691,11.1406,3.3027,250.0000,825.5000
129.0000,0.9512,126.5000,120.3125,1.0957,89.8750,98.5000,5.2227,474.2500,2476.0000,0.9478,863.0000,818.0000,1.0986,-5.5547,-6.1016,1.0977,-8.2969,-9.1094,1.7842,0.1251,0.2233,1.8037,0.0244,0.0440,1.7998,-0.0076,-0.0137,1.8047,0.2952,0.5327,1.8027,0.0092,0.0165,1.7949,0.3433,0.6162,1.7939,0.0244,0.0438,1.7910,0.0946,0.1694,1.7949,3.5371,6.3477,1.7988,2.7461,4.9414,1.7969,1.2168,2.1855,1.8018,-0.9766,-1.7598,1.7979,12.3906,22.2812,0.9521,3.2832,3.1270,0.9497,9.4062,8.9297,0.9531,0.5557,0.5298,0.9497,1.4619,1.3887,3.3008,4.7656,15.7266,0.9414,2.3262,2.1895,3.3047,1.3789,4.5586,3.3027,305.7500,1010.0000
129.1250,0.9492,135.7500,128.8750,1.0957,86.3125,94.5625,5.2109,463.0000,2412.0000,0.9419,846.5000,797.5000,1.1035,13.8516,15.2891,1.1006,25.7500,28.3438,1.7852,0.0977,0.1743,1.7959,-0.0427,-0.0767,1.7969,-0.0610,-0.1097,1.7988,0.2417,0.4348,1.7949,-0.0061,-0.0110,1.8027,0.3464,0.6245,1.7998,-0.0061,-0.0110,1.8008,0.1038,0.1869,1.7959,3.5371,6.3516,1.8008,-0.5186,-0.9336,1.7979,1.0889,1.9580,1.8027,-5.9805,-10.7812,1.8037,13.0000,23.4531,0.9502,3.1309,2.9746,0.9478,8.7422,8.2891,0.9492,0.4790,0.4546,0.9473,1.2666,1.2002,3.3047,3.4141,11.2812,0.9482,2.0449,1.9395,3.3027,3.6250,11.9688,3.3027,248.7500,821.5000
129.3750,0.9517,90.0000,85.6250,1.0977,62.0625,68.1250,5.2070,472.5000,2460.0000,0.9390,856.0000,804.0000,1.1035,-7.0195,-7.7461,1.1016,-7.2031,-7.9336,1.7900,0.0885,0.1584,1.7988,0.0275,0.0494,1.7959,0.0229,0.0411,1.7959,0.2725,0.4893,1.7959,0.0153,0.0274,1.7969,0.3586,0.6445,1.7979,0.0000,0.0000,1.7998,0.1038,0.1868,1.7979,3.5215,6.3320,1.8057,20.0781,36.2500,1.7959,1.0986,1.9727,1.7959,-0.3967,-0.7124,1.7969,12.5703,22.5938,0.9429,3.2344,3.0488,0.9438,8.4375,7.9648,0.9497,0.7051,0.6694,0.9448,1.3271,1.2539,3.2988,3.4062,11.2344,0.9419,2.6406,2.4863,3.3008,3.8320,12.6484,3.2949,269.0000,886.5000
129.3750,0.9497,88.1875,83.7500,1.1035,60.9062,67.1875,5.2109,458.5000,2390.0000,0.9414,848.0000,798.5000,1.1074,10.3750,11.4922,1.1025,3.6016,3.9707,1.7920,0.0824,0.1477,1.7979,0.0549,0.0988,1.7949,0.0183,0.0329,1.7998,0.2957,0.5322,1.7969,-0.0107,-0.0192,1.7949,0.3357,0.6025,1.7959,-0.0397,-0.0712,1.7949,0.0732,0.1315,1.7969,3.5000,6.2891,1.7979,-0.7935,-1.4268,1.7969,1.0840,1.9482,1.7979,-0.8242,-1.4814,1.7988,11.2344,20.2031,0.9507,3.5391,3.3652,0.9570,9.0156,8.6250,0.9551,0.5005,0.4780,0.9546,1.3672,1.3047,3.3047,4.0977,13.5391,0.9419,2.2578,2.1270,3.3027,3.5391,11.6875,3.3008,281.2500,928.5000
129.5000,0.9526,93.6875,89.2500,1.1035,62.8750,69.3750,5.2109,498.5000,2598.0000,0.9414,864.5000,814.0000,1.1025,24.4062,26.9062,1.1016,-2.1973,-2.4199,1.7852,0.0977,0.1743,1.7988,0.0153,0.0275,1.7959,0.0031,0.0055,1.7998,0.2917,0.5249,1.7979,0.0000,0.0000,1.7959,0.3159,0.5674,1.7969,-0.0580,-0.1042,1.7920,0.0839,0.1504,1.7969,3.5176,6.3203,1.8008,-0.4883,-0.8794,1.8018,0.9937,1.7900,1.8027,-0.0916,-0.1650,1.8027,24.4062,44.0000,0.9517,3.3301,3.1699,0.9541,8.9297,8.5234,0.9541,0.3296,0.3145,0.9546,1.2998,1.2412,3.3086,3.3516,11.0859,0.9517,2.1973,2.0918,3.3125,1.2578,4.1680,3.3066,263.7500,872.0000
129.5000,0.9521,41.0312,39.0625,1.1055,70.9375,78.4375,5.2148,432.2500,2254.0000,0.9473,858.0000,813.0000,1.1074,-6.5312,-7.2344,1.1006,-9.2812,-10.2109,1.7910,0.0732,0.1312,1.7930,0.0214,0.0383,1.7949,0.0198,0.0356,1.7988,0.2798,0.5034,1.7939,0.0092,0.0164,1.7979,0.3479,0.6255,1.7959,0.0275,0.0493,1.7988,0.0870,0.1565,1.7969,3.5566,6.3906,1.7949,-0.8848,-1.5879,1.8018,0.9810,1.7676,1.7959,0.7324,1.3154,1.7998,13.3047,23.9531,0.9419,3.1777,2.9922,0.9458,9.3438,8.8359,0.9478,0.5156,0.4888,0.9448,1.0625,1.0039,3.3008,3.3320,11.0000,0.9468,1.9688,1.8643,3.3047,2.8438,9.3984,3.2969,256.5000,845.5000
129.6250,0.9575,168.8750,161.7500,1.1055,73.3125,81.0625,5.2188,471.2500,2460.0000,0.9453,853.5000,807.0000,1.1035,19.3438,21.3438,1.1006,39.9688,44.0000,1.7881,0.1007,0.1801,1.7939,0.0244,0.0438,1.7930,0.0076,0.0137,1.7949,0.2712,0.4868,1.7959,-0.0092,-0.0164,1.8027,0.3569,0.6436,1.7998,0.0671,0.1208,1.8037,0.1083,0.1954,1.7988,3.5605,6.4062,1.8008,-0.2441,-0.4397,1.8047,2.0449,3.6914,1.8027,0.2441,0.4402,1.8027,13.8516,24.9688,0.9546,3.2988,3.1484,0.9512,9.3359,8.8828,0.9521,0.4609,0.4390,0.9473,1.1689,1.1074,3.3066,4.7656,15.7578,0.9478,2.0898,1.9805,3.3066,3.3691,11.1406,3.3047,283.2500,936.0000
129.7500,0.9507,39.2188,37.2812,1.0977,59.5000,65.3125,5.2148,469.0000,2446.0000,0.9448,833.5000,787.5000,1.1016,-6.4102,-7.0625,1.1025,29.7188,32.7812,1.7852,0.1038,0.1852,1.7979,0.0122,0.0219,1.7979,-0.0107,-0.0192,1.7959,0.2419,0.4346,1.7969,-0.0107,-0.0192,1.8027,0.2976,0.5366,1.8008,-0.0214,-0.0385,1.8027,0.0717,0.1293,1.7969,3.4688,6.2344,1.8037,-0.7021,-1.2666,1.8018,1.2148,2.1895,1.8027,0.5186,0.9351,1.8047,11.7812,21.2656,0.9526,3.2891,3.1328,0.9492,8.7344,8.2891,0.9536,0.9033,0.8613,0.9507,0.9551,0.9082,3.3125,3.8145,12.6328,0.9482,2.5332,2.4023,3.3125,-1.9531,-6.4688,3.3008,242.7500,801.5000
129.8750,0.9526,128.5000,122.4375,1.1006,67.6875,74.5000,5.2070,438.5000,2284.0000,0.9380,843.0000,790.5000,1.1045,-7.9961,-8.8281,1.1016,52.1250,57.4062,1.7910,0.1099,0.1968,1.7939,-0.0458,-0.0821,1.7949,-0.0076,-0.0137,1.7998,0.2798,0.5034,1.7939,-0.0061,-0.0109,1.7949,0.3159,0.5669,1.7920,-0.1038,-0.1859,1.7920,0.0809,0.1449,1.7939,3.4902,6.2617,1.7959,-0.4883,-0.8770,1.7998,1.4541,2.6172,1.7988,-0.1526,-0.2744,1.7979,13.5469,24.3594,0.9458,3.2500,3.0742,0.9507,9.1797,8.7266,0.9507,0.4395,0.4177,0.9497,1.2725,1.2080,3.3066,3.3848,11.1953,0.9502,2.4863,2.3633,3.3066,-4.0391,-13.3594,3.3066,286.0000,945.5000
130.1250,0.9551,83.1875,79.4375,1.1035,64.0625,70.6875,5.2109,440.7500,2296.0000,0.9390,870.5000,817.5000,1.1025,-7.8125,-8.6172,1.1025,-0.4883,-0.5386,1.7861,0.1892,0.3379,1.7920,-0.0122,-0.0219,1.7920,-0.0290,-0.0519,1.7949,0.2454,0.4404,1.7949,-0.0092,-0.0164,1.7959,0.3203,0.5752,1.7979,-0.0061,-0.0110,1.7979,0.0946,0.1700,1.7959,3.4785,6.2461,1.7979,-0.2136,-0.3840,1.7998,1.0986,1.9775,1.7988,0.3052,0.5488,1.7979,12.3281,22.1719,0.9448,3.1738,2.9980,0.9468,8.5000,8.0469,0.9502,0.9248,0.8789,0.9502,1.2324,1.1709,3.3047,3.5000,11.5625,0.9497,2.6777,2.5430,3.3008,-3.7715,-12.4453,3.3027,288.2500,952.0000
